Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
alices adventures in wonderland,lewis carroll,4.4,1481.8928778228144,333,golden globe nominee scarlett johansson lost translation girl pearl earring brings palpable sense joy exuberance performance lewis carrolls enduring classic alices adventures wonderland white rabbit mad hatter cheshire cat queen hearts imbues madcap character distinct voice personality leave lasting impression long adventure,2 hours and 44 minutes,",#2,110 in Classic Fiction (Books)",2110,classic fiction,2,6
the interpretation of dreams,sigmund freud,4.042091434576984,18.0,1002,interpretation dreams sigmund freud one significant books 20th century though dreams role human consciousness continuing thread religion art life centuries freuds look subject prism emerging practice study psychoanalysis provided startlingly new challenging perspective first published german 1899 sold slowly following decade revised expanded response experiences working patients reviewing dreams discussions debates colleagues translated numerous languages,25 hours and 49 minutes,",#2,048 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#87 in Science,#148 in Earth Sciences Books,#153 in Psychology (Audible Audiobooks & Originals)",2048,"earth sciences books,psychology,science",9,1
tipu sultan,charles k,4.042091434576984,1481.8928778228142,468,audio book tamil,3 hours and 40 minutes,",#856 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#90 in Biographies & Memoirs (Audible Audiobooks & Originals),#1,040 in Biographies & Autobiographies (Books)",856,"biographies autobiographies,biographies memoirs",1,6
sales revelation best of 45 master courses reveals the final word in sales,brian tracy,4.042091434576984,1481.8928778228142,1002,become sustaining resource sales professional entrepreneur todays tough competitive market way people buy may change way people sell gets better,11 hours and 56 minutes,",#2,109 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#34 in Business Sales,#3,364 in Analysis & Strategy,#23,671 in Textbooks & Study Guides",2109,"analysis strategy,business sales,textbooks study guides",7,5
my brilliant friend the neapolitan novels book 1,elena ferrante,4.0,1481.8928778228144,820,modern masterpiece one italys acclaimed authors brilliant friend rich intense generous-hearted story two friends elena lila represent story nation nature friendship,12 hours and 38 minutes,",#2,154 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Coming of Age Fiction,#21 in Fiction Sagas,#130 in Literary Fiction",2154,"coming of age fiction,fiction sagas,literary fiction",4,5
sita ke paanch nirnay sita or five decisions,devdutt pattanaik,4.1,57.0,233,collection best stories selected nobel prize winner rabindranath tagore,1 hour and 30 minutes,",#2,927 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Fiction Short Stories,#1,469 in Short Stories (Books)",2927,"fiction short stories,short stories",4,7
charlie munger the complete investor,tren griffin,4.2,214.0,670,charlie munger berkshire hathaways visionary vice chairman warren buffetts indispensable financial partner outperformed market indexes believes investor notion `` elementary worldly wisdom '' set interdisciplinary mental models involving economics business psychology ethics management allows keep emotions investments avoid common pitfalls bad judgment,6 hours and 21 minutes,",#342 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Investing Analysis & Strategy,#8 in Business Decision Making & Problem Solving,#9 in Time Management & Productivity",342,"business decision making problem solving,investing analysis strategy,time management productivity",7,1
k2 life and death on the worlds most dangerous mountain,ed viesturs,4.4,215.0,1131,"28,251 feet worlds second-tallest mountain k2 thrusts skyward karakoram range northern pakistan climbers regard ultimate achievement mountaineering good reason four times deadly everest k2 claimed lives 77 climbers since 1954",12 hours and 38 minutes,",#10 in Outdoor Survival Skills (Books),#11 in Climbing & Mountaineering (Books),#158 in Travel Writing (Books)",10,"climbing mountaineering,outdoor survival skills,travel writing",6,0
daisy jones and the six,taylor jenkins reid,4.4,1481.8928778228144,888,brought penguin,9 hours and 3 minutes,",#2,208 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#70 in Contemporary Romance (Audible Audiobooks & Originals),#306 in Music Books,#4,174 in Contemporary Fiction (Books)",2208,"contemporary fiction,contemporary romance,music books",8,4
god is not great how religion poisons everything,christopher hitchens,4.7,2797.0,500,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,8 hours and 45 minutes,",#659 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Atheism (Audible Audiobooks & Originals),#3 in Religion & Sociology,#7 in Atheism (Books)",659,"atheism,atheism,religion sociology",1,8
bol bachchan speak bachchan,rupesh dubey,5.0,5.0,668,author rupesh dubey delves life indian cinema superstar amitabh bachchan compelling compilation incidents journey cinema dialogues films lessons life inspiring motivating audiobook draws success mantras life work actor describing self-help book author goes back early struggles bachchan connecting deepest aspirations success happiness precede follow success reflects questions digging deeper trials tribulations bachchan ’ rise fame conversational style writer cites examples everyday life invites listeners think sharing thoughts wisdom friend points indian cinema film star cast easily land producer distributors dates theatrical release even draw advance bookings similarly happiness superstar says audiobook explains take control destiny producer director star lives bachchan ’ life provides insight one persevere hope despair challenges opportunities learn personal journey larger-than-life image screen,5 hours and 28 minutes,",#2,438 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Biographies of Celebrities & Entertainment Professionals,#351 in Personal Success,#3,030 in Biographies & Autobiographies (Books)",2438,"biographies autobiographies,biographies of celebrities entertainment professionals,personal success",5,2
it happened in india,biyani kishore,4.3,73.0,668,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,8 hours and 21 minutes,",#2,157 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Anthropology (Audible Audiobooks & Originals),#229 in Anthropology (Books)",2157,"anthropology,anthropology",1,9
side hustle build a side business and make extra money without quitting your day job,chris guillebeau,4.5,550.0,323,author new york times best seller 100 startup shows launch profitable side hustle 27 days,4 hours and 48 minutes,",#2,205 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in New Business Enterprises,#26 in Small Businesses,#55 in Entrepreneurship (Audible Audiobooks & Originals)",2205,"entrepreneurship,new business enterprises,small businesses",7,7
the dead hand the untold story of the cold war arms race and its dangerous legacy,david e hoffman,4.6,202.0,1382,pulitzer prize general nonfiction 2010,20 hours and 46 minutes,",#2,397 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Biological & Chemical Warfare,#2 in Nuclear Warfare,#20 in History of the Americas",2397,"biological chemical warfare,history of the americas,nuclear warfare",4,0
winter of the world,ken follett,4.5,1481.8928778228144,323,five linked families live destinies world shaken tyranny war mid-20th century berlin 1933 upheaval eleven-year-old carla von ulrich struggles understand tensions disrupting family hitler strengthens grip germany turmoil step mother ’ formidable friend former british mp ethel leckwith student son lloyd soon learns brutal reality nazism,31 hours and 43 minutes,",#1,992 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#69 in Historical Fiction (Audible Audiobooks & Originals),#1,157 in Historical Fiction (Books)",1992,"historical fiction,historical fiction",2,4
the little book of trading trend following strategy for big winnings,michael covel,4.042091434576984,98.0,703,revealing tricks leading success todays market wizards keep sleeves little book trading resource need get markets working,4 hours and 38 minutes,",#2,147 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Stocks,#77 in Personal Finance,#3,433 in Analysis & Strategy",2147,"analysis strategy,personal finance,stocks",7,1
the strange library,haruki murakami,4.1,361.0,201,way home school young narrator strange library pops library wondering taxes collected ottoman empire first mistake led special reading room library strange old man finds imprisoned mother worrying hasnt returned old man seems appetite eating small boys brains escape,1 hour and 2 minutes,",#2,170 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Literature Anthologies,#749 in Anthologies (Books),#4,086 in Contemporary Fiction (Books)",2170,"anthologies,contemporary fiction,literature anthologies",2,7
the google resume how to prepare for a career and land a job at apple microsoft google or any top tech company,gayle laakmann mcdowell,4.4,88.0,668,google resume book available win coveted spot google microsoft apple top tech firms gayle laakmann mcdowell worked google engineering three years served hiring committee interviewed 120 candidates interned microsoft apple interviewed received offers 10 tech firms youre student youll learn study prepare school well career paths consider youre job seeker youll get edge competition learning hiring procedures making stand candidates,8 hours and 8 minutes,",#2,959 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#87 in Business Careers,#754 in Industries,#4,700 in Analysis & Strategy",2959,"analysis strategy,business careers,industries",7,9
the girl in the spiders web continuing stieg larssons dragon tattoo series book 4,david lagercrantz,4.0,1481.8928778228144,873,mikael blomkvist contacted renowned scientist professor balder fearing life concerned sons well-being balder wants millennium publish story,16 hours and 46 minutes,",#2,101 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#49 in Crime Fiction,#72 in Suspense,#3,105 in Crime, Thriller & Mystery (Books)",2101,"crime,crime fiction,suspense",4,5
to all the boys ive loved before,jenny han,4.6,2522.0,820,boys ’ loved major motion picture streaming netflix,8 hours and 44 minutes,",#2,046 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Movie, TV & Video Game Tie-ins for Teens,#1 in Fiction on Dating & Sex for Teens,#4 in Fiction on Girls for Children",2046,"fiction on dating sex for teens,fiction on girls for children,movie",2,8
gender trouble feminism and the subversion of identity,judith butler,4.4,128.0,586,one talked-about scholarly works past 50 years judith butlers gender trouble celebrated controversial arguing traditional feminism wrong look natural `` essential '' notion female indeed sex gender butler starts questioning category `` woman '' continues vein examinations `` masculine '' `` feminine '',8 hours and 25 minutes,",#2,166 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Women's Studies,#9 in Human Sexuality Psychology,#1,520 in Society & Culture (Books)",2166,"human sexuality psychology,society culture,womens studies",2,9
the simple path to wealth your road map to financial independence and a rich free life,jl collins,4.7,1422.0,668,book grew series letters daughter concerning various things mostly money investing yet quite ready hear,6 hours and 38 minutes,",#876 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Retirement Planning,#49 in Investing & Trading,#2,040 in Personal Development & Self-Help",876,"investing trading,personal development selfhelp,retirement planning",4,4
the flavour of spice journeys stories recipes,marryam h reshii,4.4,49.0,668,book celebrates spices integral ways shape eat,9 hours and 11 minutes,",#2,626 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Gastronomy,#507 in Indian History (Books),#713 in Food, Drink & Entertaining (Books)",2626,"food,gastronomy,indian history",3,9
the mom test how to talk to customers learn if your business is a good idea when everyone is lying to you,rob fitzpatrick,4.7,229.0,501,mom test quick practical guide save time money heartbreak,3 hours and 50 minutes,",#2,191 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#36 in Business Sales,#53 in Entrepreneurship (Audible Audiobooks & Originals),#3,504 in Analysis & Strategy",2191,"analysis strategy,business sales,entrepreneurship",3,2
the school of greatness a realworld guide to living bigger loving deeper and leaving a legacy,lewis howes,4.6,529.0,668,career-ending injury left elite athlete professional football player lewis howes work living sisters couch decided needed make change better started reaching people admired searching mentors applying past coaches advice sports life field lewis bounce back built multimillion-dollar online business sought-after business coach speaker podcast host,6 hours and 39 minutes,",#736 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Microeconomics (Books),#21 in Economics (Audible Audiobooks & Originals),#30 in Entrepreneurship (Audible Audiobooks & Originals)",736,"economics,entrepreneurship,microeconomics",7,9
the time travelers wife,audrey niffenegger,4.4,1561.0,937,clare henrys story unfolds points view depicting effects time travel marriage passionate love attempt live normal lives pursuing familiar goals steady jobs good friends children threatened something neither prevent control making story intensely moving entirely unforgettable,17 hours and 38 minutes,",#2,099 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Time Travel Science Fiction,#9 in Contemporary Fantasy,#128 in Literary Fiction",2099,"contemporary fantasy,literary fiction,time travel science fiction",2,5
always and forever lara jean,jenny han,4.7,2089.0,820,lara jeans letter-writing days arent surprise follow-up best-selling boys ive loved p.s still love,8 hours and 47 minutes,",#2,277 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Fiction on Dating & Sex for Teens,#4 in Multicultural Romance,#5 in Contemporary Romance for Teens",2277,"contemporary romance for teens,fiction on dating sex for teens,multicultural romance",2,8
exponential organizations new organizations are ten times better faster and cheaper than yours and what to do about it,salim ismail,4.7,564.0,836,business performance key performance organize key growth past five years business world seen birth new breed company exponential organization revolutionized company accelerate growth using technology exo eliminate incremental linear way traditional companies get bigger leveraging assets like community big data algorithms new technology achieving performance benchmarks 10 times better peers three luminaries business world salim ismail yuri van geest mike malone researched phenomenon documented 10 characteristics exponential organizations exponential organizations walk listener company startup multinational become exo streamline performance grow next level,11 hours and 11 minutes,",#2,431 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#62 in Entrepreneurship (Audible Audiobooks & Originals),#109 in Leadership,#122 in Business Management",2431,"business management,entrepreneurship,leadership",7,0
life the universe and everything,douglas adams,4.6,203.0,323,consequence number stunning catastrophes arthur dent surprised find living hideously miserable cave prehistoric earth however thinks things get possibly worse suddenly discovers galaxy mind-boggingly big bewildering also things happen staggeringly unfair,5 hours and 44 minutes,",#2,056 in Fantasy (Books),#5,432 in Contemporary Fiction (Books)",2056,"contemporary fiction,fantasy",0,2
adult children of emotionally immature parents how to heal from distant rejecting or selfinvolved parents,lindsay c gibson psyd,4.8,1523.0,820,breakthrough book clinical psychologist lindsay gibson exposes destructive nature parents emotionally immature unavailable see parents create sense neglect discover ways heal pain confusion caused childhood freeing parents emotional immaturity recover true nature control react avoid disappointment finally youll learn create positive new relationships build better life,6 hours and 50 minutes,",#2,227 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Dysfunctional Family Relationships,#3 in Parent & Adult Children Relationships,#35 in Mental Health (Audible Audiobooks & Originals)",2227,"dysfunctional family relationships,mental health,parent adult children relationships",9,4
the unicorn project a novel about developers digital disruption and thriving in the age of data,gene kim,4.6,605.0,836,phoenix project wowed half-million readers comes unicorn project,12 hours and 24 minutes,",#2,621 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#114 in Leadership,#130 in Business Management,#679 in Industries",2621,"business management,industries,leadership",4,0
introduction welcome to the art of happiness,benjamin bonetti,3.9,8.0,0,art happiness ben bonetti series tailored help set mind living longer happier life 10 years experience self-help development ben helped millions change lives better,Not yet known,",#36 Free in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Personal Success",1,personal success,9,7
67 hot explicit erotic sex stories swingers bdsm spanking bisexual paranormal threesomes bbw erotica lesbian first time medical gangbangs and much more,ashley winters,4.0,5.0,1003,hot enticing multi-author multi-narrator mega collection filled 67 filthy erotic stories ’ experience swingers werewolves bdsm spanking vampires bisexual -- l paranormal threesomes big beautiful woman erotica lesbian first time medical gangbangs much much more…,22 hours and 48 minutes,",#741 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Erotic Fiction",741,erotic fiction,2,1
lead with a story a guide to crafting business narratives that captivate convince and inspire,paul smith,4.3,170.0,836,storytelling come age business world today many successful companies use storytelling leadership tool nike senior executives designated `` corporate storytellers '' 3m banned bullet points years ago replaced process writing `` strategic narratives '' procter gamble hired hollywood directors teach executives storytelling techniques forward-thinking business schools even added storytelling courses management curriculum reason simple stories ability engage audience way logic bullet points alone never could whether trying communicate vision sell idea inspire commitment storytelling powerful business tool mean difference mediocre results phenomenal success,10 hours and 51 minutes,",#1,261 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Business Communication (Audible Audiobooks & Originals),#15 in Workplace Culture,#18 in Organisational Behaviour",1261,"business communication,organisational behaviour,workplace culture",7,9
the leadership sutra an indian approach to power,devdutt pattanaik,4.5,38.0,233,durga goddess power hinduism well buddhism jainism name derived word fortress durg goddess kings rides lion king jungle symbol royalty everywhere china england,2 hours and 39 minutes,",#2,399 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#53 in Marketing (Audible Audiobooks & Originals),#66 in Business Motivation & Self-Improvement,#108 in Leadership",2399,"business motivation selfimprovement,leadership,marketing",6,7
101 panchtantra stories,dreamland publications,4.3,1625.0,233,"panchatantra collection short stories india written mainly children 2,000 years ago book contains hand-picked stories legendary collection",1 hour and 41 minutes,",#536 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Fairy Tales, Folk Tales & Myths for Children,#30 in Literature & Fiction for Children,#184 in Children's Traditional Stories (Books)",536,"childrens traditional stories,fairy tales,literature fiction for children",5,6
the count of monte cristo,alexandre dumas,4.5,2330.0,1338,audie award solo narration male 2009,46 hours and 56 minutes,",#588 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in French Literature,#1 in Classic Action & Adventure,#4 in Literary History & Criticism",588,"classic action adventure,french literature,literary history criticism",2,8
the remains of the day,kazuo ishiguro,4.4,1721.0,531,winner 2017 nobel prize literature,7 hours and 5 minutes,",#1,164 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in Historical Fiction (Audible Audiobooks & Originals),#66 in Literary Fiction,#582 in Historical Fiction (Books)",1164,"historical fiction,historical fiction,literary fiction",4,4
the one thing hindi edition asadharan kaamyabi ki asaan raah,gary keller,4.042091434576984,1481.8928778228142,668,one thing surprisingly simple truth behind extraordinary results 2013 book written authors gary keller jay papasan book one thing explains habit succeed incorporated life overcome hurdles like lies block success thieves steal time increase concentration purpose way prioritize productivity business book comes handy people involved business helps increase efficiency work remove hindering factors book easy listen substantial ideas conveys,7 hours and 28 minutes,",#395 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#53 in Personal Success in Business,#79 in Personal Success,#685 in Analysis & Strategy",395,"analysis strategy,personal success,personal success in business",7,5
tatalog,harish bhat,4.042091434576984,12.0,1005,tatalog presents eight riveting hitherto untold stories strategic operational challenges tata companies faced past two decades forward thinking determination raised brand new heights tata indica first completely indian car jewelry brand tanishq tata finance survived several tribulations tatalog written tata insider reveals dna every tata enterprise combination pioneering purposive principled `` perfect '',5 hours and 52 minutes,",#784 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Forecasting & Strategic Planning,#1,256 in Analysis & Strategy",784,"analysis strategy,forecasting strategic planning",7,1
the pg wodehouse collection,p g wodehouse,4.4,137.0,422,title includes entire audiobook right ho jeeves also p.g wodehouse titles current classic tales library also includes jeeves short story available collection `` extricating young gussie '' complete running time 15 hours list titles `` leave jeeves '' `` jeeves unbidden guest '' `` aunt sluggard '' `` death excelsior '' `` jeeves hard-boiled egg '' `` jeeves springtime '' `` man upstairs '' `` jeeves chump cyril '' `` jeeves takes charge '' `` deep waters '' `` man disliked cats '' `` extricating young gussie '' right ho jeeves unabridged novel seven hours length titles remastered never sounded better,15 hours and 42 minutes,",#2,422 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#122 in Classic Literature,#2,380 in Classic Fiction (Books),#3,831 in Crime, Thriller & Mystery (Books)",2422,"classic fiction,classic literature,crime",4,7
utopia for realists,rutger bregman,4.7,518.0,569,live time unprecedented upheaval technology so-called progress made us richer uncertain ever questions future society work happiness family money yet political party right left providing us answers time seem coming end looked economists help us define qualities necessary create successful society,6 hours and 32 minutes,",#2,322 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Political Philosophy,#5,561 in History (Books),#26,035 in Textbooks & Study Guides",2322,"history,political philosophy,textbooks study guides",7,2
creative visualization,shakti gawain,4.6,382.0,398,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,3 hours,",#828 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Meditation (Audible Audiobooks & Originals),#31 in Business Careers,#149 in Personal Success",828,"business careers,meditation,personal success",1,2
the china study revised and expanded edition the most comprehensive study of nutrition ever conducted and the startling implications for diet weight loss and longterm health,t colin campbell phd,4.8,1516.0,820,updated expanded edition best seller changed millions lives,18 hours and 2 minutes,",#2,110 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Weight Loss Diets,#25 in Physical Illness & Disease,#80 in Middle Eastern History (Books)",2110,"middle eastern history,physical illness disease,weight loss diets",0,4
fiber fueled the plantbased gut health program for losing weight restoring your health and optimizing your microbiome,will bulsiewicz,4.8,831.0,879,bold new plant-based plan challenges popular keto paleo diets award-winning gastroenterologist,7 hours and 11 minutes,",#2,202 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Gastrointestinal Diseases,#27 in Diets, Nutrition & Healthy Eating,#1,659 in Healthy Living & Wellness",2202,"diets,gastrointestinal diseases,healthy living wellness",0,0
the rise and fall of the dinosaurs the untold story of a lost world,steve brusatte,4.7,968.0,323,sixty-six million years ago dinosaurs wiped face earth today new generation dinosaur hunters armed cutting-edge technology piecing together complete story dinosaurs created hugely successful empire lasted around 150 million years,10 hours and 6 minutes,",#1,686 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Palaeontology,#2 in Animals,#3 in Natural History",1686,"animals,natural history,palaeontology",0,2
shyam an illustrated retelling of the bhagavata,devdutt pattanaik,4.6,177.0,703,forest insecurities possible discover humanity pleasure stop seeing predator prey rival mate rediscover lovers divine reside sensual delight emotional intimacy aesthetic experience,5 hours and 27 minutes,",#2,429 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in History of Religion (Audible Audiobooks & Originals),#14 in Fairy Tale Fantasy,#32 in Literary Essays",2429,"fairy tale fantasy,history of religion,literary essays",2,9
the monogram murders the new hercule poirot mystery,sophie hannah,4.042091434576984,1330.0,1002,since publication first novel 1920 two billion copies agatha christies books sold around globe first time ever guardians legacy approved brand-new novel featuring dame agathas beloved creation hercule poirot,11 hours and 13 minutes,",#2,814 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Historical Thrillers,#18 in Traditional Detective Mysteries,#169 in Literary Fiction",2814,"historical thrillers,literary fiction,traditional detective mysteries",4,5
hbr guide to better business writing,harvard business review,4.4,334.0,501,dont let writing hold back,4 hours,",#1,821 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Business Writing,#18 in Business Communication (Audible Audiobooks & Originals),#54 in Business Careers",1821,"business careers,business communication,business writing",0,9
exhalation,ted chiang,4.6,1206.0,323,much-anticipated second collection stories signature ted chiang full revelatory ideas deeply sympathetic characters ‘ merchant alchemist ’ gate ’ portal time forces fabric seller ancient baghdad grapple past mistakes temptation second chances epistolary ‘ exhalation ’ alien scientist makes shocking discovery ramifications people reality ‘ lifecycle software objects ’ woman cares artificial intelligence 20 years elevating faddish digital pet might true living also included two brand-new stories ‘ omphalos ’ ‘ anxiety dizziness freedom ’,11 hours and 22 minutes,",#2,136 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Science Fiction Anthologies & Short Stories,#25 in Fiction Short Stories,#489 in Science Fiction (Books)",2136,"fiction short stories,science fiction,science fiction anthologies short stories",4,4
the art of the start 20,guy kawasaki,4.5,442.0,1328,art start 2.0 guy kawasakis classic best-selling guide launching making new product service idea success new edition expanded reflect seismic changes business last decade once-invulnerable market leaders struggled many basics getting established become easier cheaper democratic,9 hours and 45 minutes,",#2,241 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#57 in Entrepreneurship (Audible Audiobooks & Originals),#3,614 in Analysis & Strategy,#25,262 in Textbooks & Study Guides",2241,"analysis strategy,entrepreneurship,textbooks study guides",7,0
scaling up how a few companies make itand why the rest dont rockefeller habits 20,verne harnish,4.7,711.0,668,decade since verne harnishs best-selling book mastering rockefeller habits first released scaling companies make ... rest dont first major revision business classic scaling harnish team share practical tools techniques building industry-dominating business approaches honed three decades advising tens thousands ceos executives helping navigate increasing complexities weight come scaling venture,8 hours and 49 minutes,",#2,248 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Non-Profits & Charities,#24 in Business Development (Audible Audiobooks & Originals),#29 in Organisational Behaviour",2248,"business development,nonprofits charities,organisational behaviour",7,2
dark psychology and manipulation for a better life the ultimate guide to learning the art of persuasion emotional influence nlp secrets hypnosis body language and mind control techniques,brandon goleman,4.1,73.0,501,want know deeply youre going deepen emotional intelligence live happy fulfilled life keep reading ...,3 hours and 25 minutes,",#1,828 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Emotions,#142 in Psychology (Audible Audiobooks & Originals),#3,834 in Personal Development & Self-Help",1828,"emotions,personal development selfhelp,psychology",9,1
the sins of the father clifton chronicles book 2,jeffrey archer,4.5,1481.8928778228144,323,second book jeffrey archer ’ highly acclaimed clifton chronicles sins father takes reader breath-taking journey backstreets bristol boardrooms manhattan,10 hours and 7 minutes,",#2,483 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#26 in Fiction Sagas,#37 in Family Life Fiction,#85 in Suspense",2483,"family life fiction,fiction sagas,suspense",4,4
the colour of magic discworld book 1,terry pratchett,4.5,2496.0,888,brought penguin,6 hours and 55 minutes,",#2,181 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Humorous Fantasy,#29 in Epic Fantasy,#1,502 in Fantasy (Books)",2181,"epic fantasy,fantasy,humorous fantasy",8,8
ielts guide to speaking the international english language testing system,richard aspinall,4.042091434576984,1481.8928778228142,379,ielts popular english exam world today also ideal way perfect english language basic advanced level series escorted course richard aspinall teacher proven track record teaching ielts curriculum successfully world take `` easy follow '' step-by-step guide represented student learn everything need know improve english get high-band score exam,42 minutes,",#670 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in English Language Learning,#107 in Study Guides,#202 in Language Learning & Teaching",670,"english language learning,language learning teaching,study guides",3,6
venture deals 4th edition be smarter than your lawyer and venture capitalist,brad feld,4.8,91.0,703,venture capital deals come together one frequent questions asked generation new entrepreneurs surprisingly little reliable information subject one understands better brad feld jason mendelson,11 hours and 4 minutes,",#391 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Corporate Finance,#14 in Entrepreneurship (Audible Audiobooks & Originals),#971 in Business & Economics",391,"business economics,corporate finance,entrepreneurship",7,2
a wrinkle in time,madeleine lengle,4.5,1481.8928778228144,904,madeleine lengles groundbreaking science fiction fantasy classic soon major motion picture movie tie-in audiobook includes introduction read director ava duvernay foreword read author afterword read madeleine l ’ engle ’ granddaughter charlotte jones voiklis,6 hours and 27 minutes,",#2,226 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Time Travel Science Fiction for Children,#24 in Fiction Classics for Children,#47 in Fantasy & Magic for Children",2226,"fantasy magic for children,fiction classics for children,time travel science fiction for children",2,4
the bride test,helen hoang,4.5,637.0,1172,khai diep feelings well feels irritation people move things contentment ledgers balance penny‚ important emotions like love family knows better autism means processes emotions differently steadfastly avoids relationships mother takes matters hands returns vietnam find perfect bride,10 hours,",#1,144 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Multicultural Romance,#21 in Women's Fiction,#26 in Contemporary Romance (Audible Audiobooks & Originals)",1144,"contemporary romance,multicultural romance,womens fiction",9,0
ashadh ka ek din free one day,mohan rakesh,4.042091434576984,1481.8928778228142,501,hindi play mohan rakesh debuted 1958 considered first modern hindi play play received sangeet natak akademi award best play 1959,3 hours and 31 minutes,",#2,747 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Drama & Plays (Audible Audiobooks & Originals),#35 in Asian Literature (Audible Audiobooks & Originals),#469 in Plays",2747,"asian literature,drama plays,plays",6,6
